stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
1534,,"CICERON",,  50.860617,   4.420453,,,0
1535,,"PADUWA",,  50.859657,   4.414231,,,0
1538B,,"DE LOMBAERDE",,  50.859742,   4.416887,,,0
1539,,"ANDROMEDE",,  50.853360,   4.425132,,,0
1540,,"CHARMILLE",,  50.850757,   4.434245,,,0
1541,,"CERIA",,  50.816555,   4.292593,,,0
1544,,"LEOPOLD II",,  50.836069,   4.412945,,,0
1545,,"JULES CESAR",,  50.834547,   4.420311,,,0
1546,,"CHIEN VERT",,  50.834697,   4.426884,,,0
1547F,,"MUSEE DU TRAM",,  50.830855,   4.433678,,,0
1548B,,"SCHUMAN",,  50.842046,   4.383774,,,0
1550,,"CHARMILLE",,  50.851026,   4.434771,,,0
1551,,"MARCEL THIRY",,  50.854790,   4.440301,,,0
1552,,"JESPERS",,  50.857665,   4.442066,,,0
1553,,"MARCEL THIRY",,  50.854908,   4.438909,,,0
1554,,"PEUPLIERS",,  50.852490,   4.437386,,,0
1557,,"VERHEYLEWEGHEN",,  50.848353,   4.424614,,,0
1558,,"SPEECKAERT",,  50.848607,   4.420270,,,0
1559,,"HEYDENBERG",,  50.848725,   4.416464,,,0
1560,,"MAI",,  50.848573,   4.414547,,,0
1561,,"LEVIE",,  50.848054,   4.408895,,,0
1563,,"OPALE",,  50.850187,   4.398644,,,0
1565,,"RADIUM",,  50.852877,   4.391929,,,0
1566,,"DAILLY",,  50.852527,   4.388052,,,0
1567,,"VINCOTTE",,  50.851530,   4.384174,,,0
1568,,"CLOVIS",,  50.849894,   4.381107,,,0
1569B,,"GUTENBERG",,  50.849130,   4.377145,,,0
1570,,"SAINT-JOSSE",,  50.849814,   4.374063,,,0
1571,,"MADOU",,  50.849697,   4.369619,,,0
1578,,"HYMANS",,  50.846876,   4.430520,,,0
1582,,"SAINT-JOSSE",,  50.850263,   4.374759,,,0
1584,,"KLAKKEDELLE",,  50.846716,   4.442702,,,0
1585,,"VANDERVELDE",,  50.847414,   4.447702,,,0
1586,,"ALMA",,  50.847875,   4.455839,,,0
1587,,"KRAAINEM",,  50.848457,   4.459532,,,0
1599,,"DIELEGHEM",,  50.888054,   4.319338,,,0
1601,,"REINE ASTRID",,  50.848082,   4.467057,,,0
1602,,"VIOLETTES",,  50.840749,   4.484562,,,0
1605,,"LOUIS MARCELIS",,  50.846952,   4.483413,,,0
1613,,"WEZEMBEEK-SHOP.",,  50.848040,   4.474114,,,0
1614,,"RING O",,  50.850009,   4.483008,,,0
1615,,"GERGEL",,  50.850410,   4.486900,,,0
1616,,"VOISINS",,  50.852141,   4.481977,,,0
1617,,"PLAINE DES SPORTS",,  50.843551,   4.487266,,,0
1620,,"HERNALSTEEN",,  50.840202,   4.491531,,,0
1625,,"EGLISE WEZEMBEEK",,  50.852841,   4.482745,,,0
1627,,"STIJN STREUVELS",,  50.839497,   4.494766,,,0
1629,,"OPPEM",,  50.835757,   4.495693,,,0
1631,,"STIJN STREUVELS",,  50.839821,   4.494327,,,0
1635,,"EGLISE WEZEMBEEK",,  50.853687,   4.482052,,,0
1637,,"KRAAINEM",,  50.848735,   4.459276,,,0
1638B,,"KRAAINEM",,  50.848754,   4.458553,,,0
1639,,"ALMA",,  50.848073,   4.455357,,,0
1640B,,"VANDERVELDE",,  50.847620,   4.448299,,,0
1641,,"KLAKKEDELLE",,  50.847003,   4.443725,,,0
1642F,,"LIEDTS",,  50.865384,   4.367758,,,0
1643F,,"LIEDTS",,  50.864152,   4.366338,,,0
1644F,,"LIEDTS",,  50.864098,   4.366295,,,0
1645F,,"LIEDTS",,  50.863999,   4.366694,,,0
1646F,,"LIEDTS",,  50.862930,   4.367020,,,0
1656,,"HERNALSTEEN",,  50.840310,   4.491333,,,0
1657,,"PLAINE DES SPORTS",,  50.843200,   4.487606,,,0
1659,,"GERGEL",,  50.850932,   4.486461,,,0
1660,,"RING O",,  50.850306,   4.483009,,,0
1661,,"WEZEMBEEK-SHOP.",,  50.848221,   4.472851,,,0
1668,,"VIOLETTES",,  50.840380,   4.484703,,,0
1669,,"LOUIS MARCELIS",,  50.847042,   4.483455,,,0
1673,,"REINE ASTRID",,  50.848307,   4.466589,,,0
1703,,"GRAND SABLON",,  50.841731,   4.353972,,,0
1705,,"PORTE DE NAMUR",,  50.839179,   4.363826,,,0
1706,,"IDALIE",,  50.835925,   4.372486,,,0
1712,,"FETIS",,  50.833227,   4.385801,,,0
1713,,"LA CHASSE",,  50.830880,   4.389320,,,0
1714,,"BUEDTS",,  50.828191,   4.393776,,,0
1715,,"ARSENAL",,  50.826393,   4.396727,,,0
1716,,"STRATEGIE",,  50.824135,   4.400458,,,0
1718B,,"EGLISE ST-JULIEN",,  50.820615,   4.409558,,,0
1719,,"VANDROMME",,  50.819105,   4.414816,,,0
1720B,,"VALDUC",,  50.817412,   4.421257,,,0
1723,,"SCHOONEJANS",,  50.811996,   4.431764,,,0
1724,,"SACRE-COEUR",,  50.809898,   4.436174,,,0
1725,,"TRANSVAAL",,  50.808245,   4.435562,,,0
1726,,"LOUISE",,  50.835924,   4.356089,,,0
1728,,"MUSEUM",,  50.835745,   4.377170,,,0
1729,,"SCIENCE",,  50.839853,   4.369348,,,0
1731,,"AUDERGHEM-SHOP.",,  50.816646,   4.425399,,,0
1733,,"ETANGS",,  50.835493,   4.380861,,,0
1734,,"TRONE",,  50.840654,   4.364805,,,0
1736,,"DE WANSIJN",,  50.792217,   4.359036,,,0
1737,,"DROSSART",,  50.791920,   4.351576,,,0
1738,,"DROSSART",,  50.791920,   4.351675,,,0
1739,,"DE WANSIJN",,  50.792505,   4.359958,,,0
1741,,"BENAETS",,  50.793908,   4.364326,,,0
1742,,"BENAETS",,  50.793728,   4.363929,,,0
1751,,"AUDERGHEM-SHOP.",,  50.816872,   4.424406,,,0
1752,,"SACRE-COEUR",,  50.810330,   4.435664,,,0
1753,,"SCHOONEJANS",,  50.811842,   4.432488,,,0
1754,,"HERRMANN-DEBROUX",,  50.812483,   4.428388,,,0
1756B,,"VALDUC",,  50.817791,   4.419710,,,0
1757,,"VANDROMME",,  50.819006,   4.415298,,,0
1758B,,"EGLISE ST-JULIEN",,  50.821065,   4.408234,,,0
1760,,"STRATEGIE",,  50.823982,   4.400869,,,0
1762,,"BUEDTS",,  50.828506,   4.393350,,,0
1764,,"FETIS",,  50.833029,   4.386241,,,0
1769,,"MUSEUM",,  50.835862,   4.374800,,,0
1770,,"PORTE DE NAMUR",,  50.839071,   4.363414,,,0
1776,,"SCIENCE",,  50.839952,   4.369107,,,0
1777B,,"ETANGS",,  50.835844,   4.379697,,,0
1779,,"ARSENAL",,  50.825898,   4.397734,,,0
1780,,"TRONE",,  50.841848,   4.364842,,,0
1781,,"GRAND-PLACE",,  50.845003,   4.351728,,,0
1802,,"NERVIENS",,  50.838755,   4.385732,,,0
1803,,"LEMAN",,  50.837101,   4.386625,,,0
1803B,,"LEMAN",,  50.837067,   4.386645,,,0
1804,,"LOUIS HAP",,  50.834350,   4.388044,,,0
1805,,"LA CHASSE",,  50.830979,   4.390583,,,0
1806,,"ONZE NOVEMBRE",,  50.832776,   4.395098,,,0
1807,,"ROI VAINQUEUR",,  50.832262,   4.398902,,,0
1809,,"BOILEAU",,  50.831532,   4.404636,,,0
1810,,"BARON DE CASTRO",,  50.828736,   4.407927,,,0
1811,,"DREVE DE NIVELLES",,  50.826613,   4.411843,,,0
1812,,"MOUETTES",,  50.824949,   4.414481,,,0
1813,,"CHANT D'OISEAU",,  50.827185,   4.418216,,,0
1814B,,"OCEAN ATLANTIQUE",,  50.830501,   4.418486,,,0
1815,,"MOSTINCK",,  50.833278,   4.423319,,,0
1816,,"CHIEN VERT",,  50.834526,   4.427011,,,0
1818,,"KELLE",,  50.831355,   4.438022,,,0
1819,,"MERTENS",,  50.831505,   4.443601,,,0
1821,,"RUE AU BOIS",,  50.831355,   4.452487,,,0
1822,,"MANOIR D'ANJOU",,  50.828404,   4.456072,,,0
1823,,"VANDER MEERSCHEN",,  50.825859,   4.457146,,,0
1825,,"SAINTE-ALIX",,  50.828371,   4.463041,,,0
1826,,"PADDOCK",,  50.832614,   4.463859,,,0
1828,,"GERSIS",,  50.841346,   4.459774,,,0
1829,,"VAL DES SEIGNEURS",,  50.842247,   4.456538,,,0
1830,,"KONKEL",,  50.842081,   4.450887,,,0
1831,,"DON BOSCO",,  50.841399,   4.448927,,,0
1832,,"DON BOSCO",,  50.841533,   4.449168,,,0
1833B,,"STADE FALLON",,  50.841321,   4.443688,,,0
1834,,"MAREYDE",,  50.832914,   4.446811,,,0
1835,,"BOULEAUX",,  50.836926,   4.467474,,,0
1840,,"BOULEAUX",,  50.836980,   4.467233,,,0
1841,,"MAREYDE",,  50.832842,   4.446584,,,0
1846,,"VAL DES SEIGNEURS",,  50.841905,   4.456992,,,0
1847,,"GERSIS",,  50.841094,   4.459887,,,0
1848,,"STOCKEL",,  50.840317,   4.465238,,,0
1850,,"PADDOCK",,  50.833162,   4.463477,,,0
1851,,"SAINTE-ALIX",,  50.828542,   4.462659,,,0
1852,,"VANDER MEERSCHEN",,  50.825841,   4.456976,,,0
1853,,"MANOIR D'ANJOU",,  50.829285,   4.455393,,,0
1854,,"RUE AU BOIS",,  50.831085,   4.452259,,,0
1856,,"MERTENS",,  50.831577,   4.443672,,,0
1857,,"KELLE",,  50.831410,   4.437824,,,0
1859,,"CHIEN VERT",,  50.834884,   4.429254,,,0
1860,,"JULES CESAR",,  50.833549,   4.420338,,,0
1861,,"OCEAN ATLANTIQUE",,  50.830997,   4.418305,,,0
1862,,"CHANT D'OISEAU",,  50.827977,   4.418103,,,0
1863,,"MOUETTES",,  50.825020,   4.415290,,,0
1864,,"DREVE DE NIVELLES",,  50.826037,   4.412736,,,0
1865,,"BARON DE CASTRO",,  50.828780,   4.408268,,,0
1866,,"BOILEAU",,  50.832162,   4.404083,,,0
1868,,"ROI VAINQUEUR",,  50.832883,   4.398917,,,0
1869,,"ONZE NOVEMBRE",,  50.832802,   4.395936,,,0
1870,,"LA CHASSE",,  50.831177,   4.389945,,,0
1871B,,"LOUIS HAP",,  50.834575,   4.388166,,,0
1872B,,"LEMAN",,  50.837093,   4.386789,,,0
1873,,"NERVIENS",,  50.839106,   4.385817,,,0
1874,,"JULES CESAR",,  50.834996,   4.420567,,,0
1875,,"LEOPOLD II",,  50.836284,   4.415514,,,0
1879,,"STOCKEL",,  50.840326,   4.465209,,,0
1880,,"VARIA",,  50.834461,   4.378407,,,0
1881,,"BLYCKAERTS",,  50.833027,   4.375441,,,0
1883,,"VARIA",,  50.834163,   4.377866,,,0
1884,,"BLYCKAERTS",,  50.832680,   4.374899,,,0
1900,,"GARE DU NORD",,  50.860080,   4.360273,,,0
1901,,"SAINT-LOUIS",,  50.854210,   4.361510,,,0
1903,,"BIARRITZ",,  50.825713,   4.369547,,,0
1904,,"ROGIER",,  50.855692,   4.358126,,,0
1906,,"IDALIE",,  50.835179,   4.372173,,,0
1909,,"BLYCKAERTS",,  50.832940,   4.374842,,,0
1910,,"MALIBRAN",,  50.830855,   4.373536,,,0
1912,,"VLEURGAT",,  50.823546,   4.367574,,,0
1913,,"VAN EYCK",,  50.819645,   4.366240,,,0
1914,,"PATTON",,  50.817425,   4.366481,,,0
1915,,"BASCULE",,  50.815564,   4.367063,,,0
1916,,"LONGCHAMP",,  50.812013,   4.367134,,,0
1917,,"GOSSART",,  50.811096,   4.362452,,,0
1918,,"MONTJOIE",,  50.809738,   4.365162,,,0
1919,,"RENE GOBERT",,  50.806484,   4.366326,,,0
1920,,"FLORIDE",,  50.803796,   4.361786,,,0
1921,,"HOUZEAU",,  50.804353,   4.356523,,,0
1926,,"RITTWEGER",,  50.797868,   4.336226,,,0
1926F,,"RITTWEGER",,  50.797859,   4.336184,,,0
1928,,"TROIS ARBRES",,  50.794343,   4.334300,,,0
1928F,,"TROIS ARBRES",,  50.794352,   4.334285,,,0
1929,,"ENGELAND",,  50.789489,   4.333821,,,0
1931,,"BIGARREAUX",,  50.784248,   4.332705,,,0
1932,,"GRIOTTES",,  50.781047,   4.332395,,,0
1933B,,"MOENSBERG GARE",,  50.778935,   4.332425,,,0
1935,,"BRAVES",,  50.773299,   4.335988,,,0
1936,,"LINKEBEEK GARE",,  50.774118,   4.338979,,,0
1937,,"BOURDON",,  50.786980,   4.330689,,,0
1938,,"HOMBORCH",,  50.779610,   4.338295,,,0
1939,,"VIEUX CHEMIN",,  50.776292,   4.334780,,,0
1942,,"STATUAIRES",,  50.803921,   4.349047,,,0
1943,,"STATUAIRES",,  50.803912,   4.349486,,,0
1944,,"HOSPICES",,  50.776788,   4.339090,,,0
1949,,"ENGELAND",,  50.789013,   4.334445,,,0
1951,,"HEROS",,  50.803326,   4.342649,,,0
1953,,"CABRIS",,  50.776303,   4.342422,,,0
1954,,"LINKEBEEK GARE",,  50.774064,   4.338738,,,0
1955,,"BRAVES",,  50.773632,   4.335874,,,0
1957B,,"MOENSBERG GARE",,  50.779087,   4.332411,,,0
1958B,,"GRIOTTES",,  50.781399,   4.332627,,,0
1959,,"BIGARREAUX",,  50.784023,   4.332988,,,0
1961B,,"ENGELAND",,  50.788940,   4.334006,,,0
1961G,,"ENGELAND",,  50.788940,   4.334006,,,0
1962,,"UCCLE CALEVOET",,  50.791242,   4.332898,,,0
1962F,,"UCCLE CALEVOET",,  50.791224,   4.332898,,,0
1963,,"VIEUX CHEMIN",,  50.776441,   4.334839,,,0
1964,,"RITTWEGER",,  50.797670,   4.336184,,,0
1964F,,"RITTWEGER",,  50.797643,   4.336198,,,0
1965,,"BOURDON",,  50.787330,   4.330532,,,0
1968,,"ZEECRABBE",,  50.804317,   4.354863,,,0
1969,,"HOUZEAU",,  50.804084,   4.358041,,,0
1970,,"FLORIDE",,  50.803733,   4.361942,,,0
1971,,"RENE GOBERT",,  50.806340,   4.366482,,,0
1972,,"MONTJOIE",,  50.810053,   4.364538,,,0
1973,,"GOSSART",,  50.811069,   4.362608,,,0
1975,,"BASCULE",,  50.816040,   4.367006,,,0
1976,,"VAN EYCK",,  50.821452,   4.366581,,,0
1977,,"VLEURGAT",,  50.823510,   4.367886,,,0
1980,,"MALIBRAN",,  50.830576,   4.373493,,,0
1981,,"BLYCKAERTS",,  50.833192,   4.374799,,,0
1983,,"IDALIE",,  50.836428,   4.370853,,,0
1984,,"GLOBE",,  50.800529,   4.337104,,,0
1984F,,"GLOBE",,  50.800538,   4.337090,,,0
1985,,"GLOBE",,  50.800637,   4.337458,,,0
1985F,,"GLOBE",,  50.800628,   4.337473,,,0
1986,,"BIARRITZ",,  50.825848,   4.369774,,,0
1988,,"ROGIER",,  50.855827,   4.358456,,,0
1995,,"TROIS ARBRES",,  50.794092,   4.334158,,,0
1995F,,"TROIS ARBRES",,  50.794128,   4.334201,,,0
1998,,"DEBECKER",,  50.845271,   4.438100,,,0
2002,,"PLACE SAINT-JOB",,  50.793512,   4.366737,,,0
2003,,"VOOT",,  50.839843,   4.435678,,,0
2004,,"FABRY",,  50.837228,   4.434652,,,0
2009,,"ROND-PT SOUVERAIN",,  50.818551,   4.427289,,,0
2010,,"PLACE SAINT-JOB",,  50.793536,   4.366570,,,0
2014,,"PARC SENY",,  50.808321,   4.427177,,,0
2015,,"VIADUC E40",,  50.866134,   4.453828,,,0
2016,,"DRIES",,  50.803864,   4.399607,,,0
2017,,"SAINT-ANTOINE",,  50.862527,   4.457415,,,0
2018,,"FUTAIE",,  50.801473,   4.396939,,,0
2022,,"THIRY-WOLUWE",,  50.854805,   4.445186,,,0
2023,,"ROCHEFORT",,  50.823551,   4.334875,,,0
2025,,"ANNECY",,  50.860156,   4.454896,,,0
2026,,"TENREUKEN",,  50.804852,   4.426364,,,0
2027,,"DUNETTE",,  50.852577,   4.455237,,,0
2028,,"THIRY-WOLUWE",,  50.853934,   4.443424,,,0
2029,,"THUMAS",,  50.864181,   4.456779,,,0
2037,,"CLINIQUES-UCL",,  50.851204,   4.451656,,,0
2038,,"AUDITOIRES-UCL",,  50.850663,   4.454183,,,0
2039,,"MOUNIER",,  50.850310,   4.457931,,,0
2041,,"MOUNIER",,  50.850255,   4.458513,,,0
2042,,"AUDITOIRES-UCL",,  50.850690,   4.454112,,,0
2043,,"CLINIQUES-UCL",,  50.851276,   4.451528,,,0
2046,,"HERRMANN-DEBROUX",,  50.812357,   4.429112,,,0
2050,,"HERRMANN-DEBROUX",,  50.812231,   4.429126,,,0
2058,,"ROND-PT SOUVERAIN",,  50.818479,   4.427715,,,0
2063,,"FABRY",,  50.838090,   4.435377,,,0
2064,,"VOOT",,  50.840624,   4.436772,,,0
2065,,"VELLEMOLEN",,  50.846763,   4.439351,,,0
2069,,"UCL SAINT-LUC",,  50.852840,   4.452738,,,0
2071,,"ANNECY",,  50.860030,   4.454825,,,0
2074,,"FUTAIE",,  50.801644,   4.396910,,,0
2076,,"DRIES",,  50.804133,   4.400260,,,0
2077,,"TENREUKEN",,  50.805085,   4.426719,,,0
2078,,"SAINT-ANTOINE",,  50.862949,   4.457557,,,0
2079,,"WATERMAEL GARE",,  50.809788,   4.399271,,,0
2080,,"WATERMAEL GARE",,  50.809680,   4.399398,,,0
2084,,"UCL SAINT-LUC",,  50.852840,   4.452738,,,0
2085,,"DUNETTE",,  50.852577,   4.455237,,,0
2086,,"PARC SENY",,  50.809130,   4.427589,,,0
2087,,"THUMAS",,  50.864784,   4.456694,,,0
2099,,"GAZELLE",,  50.782011,   4.341228,,,0
2103,,"VERREWINKEL",,  50.778337,   4.354473,,,0
2104,,"GUI",,  50.782670,   4.357010,,,0
2107,,"BIEN-FAIRE",,  50.806201,   4.400573,,,0
2108,,"PLACE SAINT-JOB",,  50.794537,   4.366113,,,0
2109B,,"VIVIER D'OIE",,  50.795786,   4.372255,,,0
2110B,,"VIVIER D'OIE",,  50.795670,   4.372439,,,0
2112,,"PASTEUR",,  50.780305,   4.349198,,,0
2115,,"BIEN-FAIRE",,  50.806255,   4.400659,,,0
2116B,,"SAINTE-ALLIANCE",,  50.779228,   4.364342,,,0
2117B,,"NAPOLEON",,  50.779335,   4.376365,,,0
2118,,"PRINCE D'ORANGE",,  50.780773,   4.380407,,,0
2119,,"VAN BEVER",,  50.783407,   4.379216,,,0
2120,,"RONCES",,  50.787489,   4.375941,,,0
2122,,"GEORGES BRUGMANN",,  50.817163,   4.354632,,,0
2123,,"CAVELL",,  50.811716,   4.357429,,,0
2124,,"BRUNARD",,  50.808012,   4.357118,,,0
2125,,"LANGEVELD",,  50.806502,   4.357331,,,0
2128,,"CLINIQUE CAVELL",,  50.813945,   4.356293,,,0
2129,,"CLINIQUE CAVELL",,  50.814475,   4.356109,,,0
2131,,"LANGEVELD",,  50.806358,   4.357586,,,0
2132,,"BRUNARD",,  50.807958,   4.357175,,,0
2133,,"CAVELL",,  50.811185,   4.357628,,,0
2134,,"GEORGES BRUGMANN",,  50.816786,   4.354945,,,0
2136,,"FORT-JACO",,  50.789323,   4.375020,,,0
2137,,"RACING",,  50.792451,   4.374226,,,0
2138B,,"VIVIER D'OIE",,  50.794798,   4.373730,,,0
2140,,"RACING",,  50.792721,   4.374056,,,0
2142,,"FORT-JACO",,  50.789637,   4.374878,,,0
2143B,,"RONCES",,  50.786824,   4.376324,,,0
2144,,"VAN BEVER",,  50.784180,   4.378522,,,0
2145,,"PRINCE D'ORANGE",,  50.781196,   4.380889,,,0
2146,,"NAPOLEON",,  50.778634,   4.373884,,,0
2147B,,"SAINTE-ALLIANCE",,  50.779147,   4.365320,,,0
2148,,"FORT-JACO",,  50.788859,   4.373460,,,0
2150,,"FORT-JACO",,  50.789653,   4.372487,,,0
2151,,"KAUWBERG",,  50.791498,   4.357462,,,0
2152,,"PLACE SAINT-JOB",,  50.794717,   4.366752,,,0
2153,,"DIRECTOIRE",,  50.789619,   4.359547,,,0
2156,,"GUI",,  50.782373,   4.356840,,,0
2157,,"VERREWINKEL",,  50.778040,   4.354289,,,0
2161,,"PASTEUR",,  50.780341,   4.349113,,,0
2167,,"GAZELLE",,  50.782155,   4.341157,,,0
2168,,"HOMBORCH",,  50.779458,   4.338791,,,0
2169,,"BICHES",,  50.777265,   4.341359,,,0
2181,,"ANNEESSENS",,  50.844661,   4.345722,,,0
2200F,,"MABRU",,  50.874840,   4.363013,,,0
2203,,"DESTOUVELLES",,  50.867208,   4.359135,,,0
2204,,"DESTOUVELLES",,  50.867127,   4.359235,,,0
2207,,"GLIBERT",,  50.864233,   4.357417,,,0
2209,,"NICOLAY",,  50.858919,   4.354478,,,0
2212,,"BOURSE",,  50.848311,   4.346601,,,0
2214,,"PTE D'ANDERLECHT",,  50.844911,   4.338679,,,0
2215,,"LIVERPOOL",,  50.843561,   4.333980,,,0
2216,,"CLEMENCEAU",,  50.841816,   4.329864,,,0
2217,,"ALBERT I",,  50.839135,   4.322910,,,0
2217F,,"ALBERT I",,  50.839153,   4.322924,,,0
2218,,"CUREGHEM",,  50.836822,   4.318057,,,0
2218F,,"CUREGHEM",,  50.836813,   4.318029,,,0
2220,,"RESISTANCE",,  50.835642,   4.311500,,,0
2220F,,"RESISTANCE",,  50.835660,   4.311500,,,0
2221,,"DE BERLAIMONT",,  50.849859,   4.360204,,,0
2223,,"MEIR",,  50.832598,   4.301595,,,0
2225,,"ARISTIDE BRIAND",,  50.828805,   4.303346,,,0
2226,,"VAN KALKEN",,  50.826550,   4.304897,,,0
2234,,"BIBLIOTHEQUE",,  50.843233,   4.354355,,,0
2237,,"MASUI",,  50.869411,   4.363255,,,0
2238,,"STEPHENSON",,  50.869537,   4.367204,,,0
2239,,"PAVILLON",,  50.869824,   4.371196,,,0
2241G,,"MEISER",,  50.855501,   4.395892,,,0
2242F,,"MEISER",,  50.855222,   4.397014,,,0
2243F,,"MEISER",,  50.854880,   4.398761,,,0
2244F,,"MEISER",,  50.854619,   4.398789,,,0
2245,,"ANNEESSENS",,  50.844859,   4.346659,,,0
2246F,,"MEISER",,  50.854421,   4.398959,,,0
2247,,"MEISER",,  50.853999,   4.397880,,,0
2248,,"MEISER",,  50.855330,   4.397170,,,0
2249,,"MEISER",,  50.855159,   4.397028,,,0
2250,,"MEISER",,  50.853901,   4.397809,,,0
2252,,"ARISTIDE BRIAND",,  50.828949,   4.302693,,,0
2254,,"MEIR",,  50.832176,   4.302036,,,0
2255,,"SIX JETONS",,  50.846225,   4.345537,,,0
2256B,,"SAINT-GUIDON",,  50.834812,   4.306674,,,0
2256F,,"SAINT-GUIDON",,  50.834794,   4.306646,,,0
2257B,,"RESISTANCE",,  50.835713,   4.312224,,,0
2257G,,"RESISTANCE",,  50.835706,   4.312222,,,0
2259,,"CUREGHEM",,  50.837020,   4.318582,,,0
2259F,,"CUREGHEM",,  50.837038,   4.318582,,,0
2260,,"ALBERT I",,  50.839207,   4.323321,,,0
2260F,,"ALBERT I",,  50.839207,   4.323336,,,0
2261,,"CLEMENCEAU",,  50.841816,   4.330106,,,0
2262,,"LIVERPOOL",,  50.843741,   4.335201,,,0
2263,,"PTE D'ANDERLECHT",,  50.844731,   4.338892,,,0
2264,,"BUANDERIE",,  50.846602,   4.343648,,,0
2267,,"BEGUINAGE",,  50.852420,   4.351157,,,0
2268,,"BIBLIOTHEQUE",,  50.843431,   4.354454,,,0
2269,,"NICOLAY",,  50.859189,   4.354777,,,0
2271,,"GLIBERT",,  50.864161,   4.357517,,,0
2273,,"SIX JETONS",,  50.846225,   4.345537,,,0
2276,,"BOURSE",,  50.846477,   4.348532,,,0
2278,,"GRAND-PLACE",,  50.844770,   4.351983,,,0
2279,,"GRAND-PLACE",,  50.844608,   4.352523,,,0
2283,,"MONTGOMERY",,  50.836997,   4.408119,,,0
2285G,,"MONTGOMERY",,  50.838041,   4.405536,,,0
2286G,,"MONTGOMERY",,  50.837987,   4.405848,,,0
2287,,"MONTGOMERY",,  50.838013,   4.406018,,,0
2289,,"MONTGOMERY",,  50.837869,   4.407055,,,0
2290B,,"HANKAR",,  50.821817,   4.405570,,,0
2291B,,"HANKAR",,  50.821721,   4.405703,,,0
2292B,,"HAREN-SUD",,  50.890032,   4.414886,,,0
2294B,,"HAREN-SUD",,  50.889600,   4.416634,,,0
2295,,"DE BROUCKERE",,  50.849903,   4.352280,,,0
2296,,"ARENBERG",,  50.848168,   4.356484,,,0
2299,,"HEEMBEEK",,  50.888855,   4.374708,,,0
2301,,"ARENBERG",,  50.849265,   4.356881,,,0
2302,,"DE BROUCKERE",,  50.850874,   4.352663,,,0
2303,,"DE BROUCKERE",,  50.850496,   4.349922,,,0
2304,,"STEAMERS",,  50.866767,   4.351948,,,0
2305,,"ENTREPOT",,  50.868313,   4.353197,,,0
2306,,"DECROLY",,  50.805452,   4.327340,,,0
2308,,"VAN PRAET",,  50.881205,   4.373115,,,0
2309C,,"AVANT-PORT",,  50.886347,   4.378544,,,0
2311,,"PRES COMMUNS",,  50.891587,   4.381573,,,0
2312,,"ZAVELPUT",,  50.894356,   4.382654,,,0
2313,,"PETER BENOIT",,  50.895290,   4.388269,,,0
2314,,"RAMIER",,  50.895756,   4.394267,,,0
2315,,"CHEMIN VERT",,  50.899306,   4.399017,,,0
2316,,"TRASSERSWEG",,  50.902785,   4.398081,,,0
2317,,"ANTOON VAN OSS",,  50.905166,   4.401793,,,0
2318F,,"MABRU",,  50.874571,   4.362658,,,0
2319,,"HOPITAL BRACOPS",,  50.833457,   4.295192,,,0
2322,,"FORESTOISE",,  50.807655,   4.328317,,,0
2323,,"MEIR",,  50.833030,   4.302815,,,0
2325,,"CLAESSENS",,  50.873033,   4.358268,,,0
2326,,"CLAESSENS",,  50.872853,   4.358097,,,0
2327,,"RIVE GAUCHE",,  50.890381,   4.391322,,,0
2329,,"SAO",,  50.905591,   4.391614,,,0
2330,,"SAO",,  50.905654,   4.390918,,,0
2331F,,"BARRIERE",,  50.827158,   4.344041,,,0
2333,,"BARRIERE",,  50.826834,   4.344013,,,0
2333F,,"BARRIERE",,  50.826834,   4.344013,,,0
2334B,,"BARRIERE",,  50.826762,   4.343545,,,0
2334F,,"BARRIERE",,  50.826762,   4.343545,,,0
2336G,,"BARRIERE",,  50.826570,   4.344707,,,0
2337F,,"DOCKS BRUXSEL",,  50.879578,   4.371271,,,0
2338F,,"DOCKS BRUXSEL",,  50.879398,   4.370675,,,0
2345,,"LOUIS BERTRAND",,  50.866066,   4.384904,,,0
2346,,"LATINIS",,  50.867468,   4.386353,,,0
2351,,"BUYL",,  50.818914,   4.378791,,,0
2351F,,"BUYL",,  50.818916,   4.378789,,,0
2352,,"HOP. MILITAIRE",,  50.907794,   4.388957,,,0
2355,,"HEROS",,  50.803193,   4.342479,,,0
2358,,"ANTOON VAN OSS",,  50.905094,   4.401523,,,0
2359,,"TRASSERSWEG",,  50.902623,   4.397939,,,0
2360,,"CHEMIN VERT",,  50.899117,   4.398960,,,0
2361,,"RAMIER",,  50.895882,   4.395191,,,0
2362B,,"PETER BENOIT",,  50.895182,   4.387459,,,0
2363,,"ZAVELPUT",,  50.894607,   4.382569,,,0
2364,,"PRES COMMUNS",,  50.891956,   4.382028,,,0
2365,,"VAL MARIA",,  50.899893,   4.385399,,,0
2370,,"ENTREPOT",,  50.868610,   4.353112,,,0
2371,,"STEAMERS",,  50.866821,   4.351692,,,0
2373,,"DE LINDE",,  50.835428,   4.298979,,,0
2375,,"HOPITAL BRACOPS",,  50.833340,   4.294922,,,0
2376,,"VAN PRAET",,  50.881565,   4.373129,,,0
2377,,"HEEMBEEK",,  50.888513,   4.375106,,,0
2397,,"BUYL",,  50.817442,   4.380672,,,0
2397F,,"BUYL",,  50.817442,   4.380672,,,0
2402,,"PARVIS ST-GILLES",,  50.830628,   4.344210,,,0
